,brand,item_name,min_price,max_price,min_product_size,max_product_size,store,product_size,unit,price,special_price,substitution,substitute_brand,substitute_productname,url
301,Woolworths,Drought Relief Lite Milk,2.39,2.39,2000,2000,Auburn,2000,ml,3.1,,1,Woolworths,Lite Milk,https://www.woolworths.com.au/shop/productdetails/888139/woolworths-lite-milk
303,Woolworths,Essentials Assorted Flavours Fruit Bars,3.7,3.7,500,500,Auburn,500,g,4.5,,,,,https://www.woolworths.com.au/shop/productdetails/100232/woolworths-fruit-bars-assorted
305,Woolworths,Essentials Coconut Milk,0.95,0.95,400,400,Auburn,400,ml,1.65,,1,Pandaroo,Coconut Milk,https://www.woolworths.com.au/shop/productdetails/189725/pandaroo-coconut-milk
307,Woolworths,Essentials Cooking Bacon,9,9,1000,1000,Auburn,1000,g,9.5,,,,,https://www.woolworths.com.au/shop/productdetails/507910/essentials-cooking-bacon
309,Woolworths,Essentials Frozen Straight Cut Potato Chips,1.89,1.89,1000,1000,Auburn,900,g,4.5,,1,Mccain,Superfries Straight Cut,https://www.woolworths.com.au/shop/productdetails/662933/mccain-superfries-straight-cut
311,Woolworths,Essentials Pasta Spirals,0.8,0.8,500,500,Auburn,500,g,0.9,,,,,https://www.woolworths.com.au/shop/productdetails/188799/essentials-pasta-spirals
313,Woolworths,Essentials Plain Flour,1,1,1000,1000,Auburn,1000,g,1.2,,,,,https://www.woolworths.com.au/shop/productdetails/33282/essentials-plain-flour
315,Woolworths,Essentials Processed Bran Sticks,1.79,1.79,500,500,Auburn,500,g,1.79,,,,,https://www.woolworths.com.au/shop/productdetails/93035/essentials-processed-bran-sticks
317,Woolworths,Essentials Salted Butter,5,5,500,500,Auburn,500,g,6.4,,,,,https://www.woolworths.com.au/shop/productdetails/48650/essentials-salted-butter
319,Woolworths,Essentials Strawberry Jam,1.4,1.4,500,500,Auburn,455,g,6.3,,1,Barkers Anathoth Farm,Strawberry Jam,https://www.woolworths.com.au/shop/productdetails/269903/barker-s-anathoth-farm-strawberry-jam
321,Woolworths,Essentials Table Spread Soft And Spreadable,1.6,1.6,500,500,Auburn,500,g,2.3,,,,,https://www.woolworths.com.au/shop/productdetails/93530/essentials-table-spread-soft-and-spreadable
323,Woolworths,Essentials tuna in Oil,1.3,1.3,185,185,Auburn,185,g,1.8,,,,,https://www.woolworths.com.au/shop/productdetails/94681/essentials-tuna-in-oil
325,Woolworths,Essentials Unsalted butter,5,5,500,500,Auburn,500,g,6.4,,,,,https://www.woolworths.com.au/shop/productdetails/688962/essentials-unsalted-butter
327,Woolworths,Essentials Vanilla Ice Cream,2.75,2.75,2000,2000,Auburn,2000,ml,4.5,,,,,https://www.woolworths.com.au/shop/productdetails/74273/woolworths-vanilla-ice-cream
329,Woolworths,Free From Gluten Cereal Cornflakes,3,3,375,375,Auburn,375,g,3,,,,,https://www.woolworths.com.au/shop/productdetails/770052/woolworths-free-from-gluten-cereal-cornflakes
331,Woolworths,Free From Gluten White bread,4.5,4.5,550,550,Auburn,550,g,6.25,,,,,https://www.woolworths.com.au/shop/productdetails/770052/woolworths-free-from-gluten-cereal-cornflakes
333,Woolworths,Fresh Australian Grown Reindeer Carrots,2,2,1000,1000,Auburn,1000,g,1.4,,1,Woolworths,Australian Grown Carrots,https://www.woolworths.com.au/shop/productdetails/135369/woolworths-australian-grown-carrots
335,Woolworths,Fresh broccoli,5.5,5.5,1000,1000,Auburn,,,,,,,,
337,Woolworths,Fresh cabbage,4.5,4.5,908,908,Auburn,,,,,,,,
339,Woolworths,Fresh cauliflower,4.5,4.5,1000,1000,Auburn,,,,,,,,
341,Woolworths,Fresh Packham Pear,3.9,3.9,1000,1000,Auburn,1000,g,3.9,,,,,https://www.woolworths.com.au/shop/productdetails/310965/woolworths-packham-pear
343,Woolworths,Frozen Basa Fillets,8,8,1000,1000,Auburn,1000,g,8,,,,,https://www.woolworths.com.au/shop/productdetails/445352/woolworths-frozen-basa-fillets
345,Woolworths,Frozen Fish Fillets Battered,8,8,1000,1000,Auburn,1000,g,11,,,,,https://www.woolworths.com.au/shop/productdetails/759044/woolworths-frozen-fish-fillets-battered
347,Woolworths,Full Cream Milk Powder,5.7,5.7,1000,1000,Auburn,1000,g,10,,,,,https://www.woolworths.com.au/shop/productdetails/789357/woolworths-full-cream-milk-powder
349,Woolworths,Gold Sweet Potato,4.9,4.9,1000,1000,Auburn,1000,g,3.5,,,,,https://www.woolworths.com.au/shop/productdetails/156015/woolworths-gold-sweet-potatoes-bag
351,Woolworths,Granny smith apple,5.5,5.5,1000,1000,Auburn,1000,g,4.5,,,,,https://www.woolworths.com.au/shop/productdetails/310966/woolworths-fresh-granny-smith-apples-punnet
353,Woolworths,Greek Style Yoghurt 7.3%,3.9,3.9,1000,1000,Auburn,1000,g,4.4,,1,Woolworths,Natural Greek Style Yoghurt,https://www.woolworths.com.au/shop/productdetails/571487/woolworths-natural-greek-style-yoghurt
355,Woolworths,Greenshell mussels,7.5,7.5,1000,1000,Auburn,1000,g,6.5,,1,United Fish Co,Whole Shell Greenshell Mussels Frozen,https://www.woolworths.com.au/shop/productdetails/182718/united-fish-co-whole-shell-greenshell-mussels-frozen
357,Woolworths,Heart Smart Extra Lean Beef Mince,9,9,500,500,Auburn,500,g,10.5,,,,,https://www.woolworths.com.au/shop/productdetails/577860/woolworths-heart-smart-extra-lean-beef-mince
359,Woolworths,Heart Smart Extra Lean Pork Mince,8,8,500,500,Auburn,500,g,7,,,,,https://www.woolworths.com.au/shop/productdetails/666557/woolworths-heart-smart-extra-lean-pork-mince
361,Woolworths,Hi fibre bran,3.15,3.15,500,500,Auburn,500,g,2.8,,1,Woolworths,High Fibre Bran,https://www.woolworths.com.au/shop/productdetails/677961?googleshop=true&store_code=woolworths_supermarkets_5088&utm_source=google&utm_medium=cpc&utm_campaign=WW-0001&cq_net=u&cq_src=GOOGLE&cq_cmp=Woolies_8458_BAU_Shopping_FB_High_WW-0001&cq_med=71700000045164926&cq_plac=&cq_term=PRODUCT_GROUP&ds_adt=&cq_plt=gp&cq_gclid=EAIaIQobChMIyMjDnreZgAMVpB6DAx04Pgn_EAQYASABEgLVivD_BwE&ds_de=c&ds_pc=local&ds_cr=586192578921&ds_tid=pla-1733538507076&ds_locphys=9070853&ds_pid=677961&cmpid=smsm:ds:GOOGLE:Woolies_8458_BAU_Shopping_FB_High_WW-0001:PRODUCT_GROUP&gclid=EAIaIQobChMIyMjDnreZgAMVpB6DAx04Pgn_EAQYASABEgLVivD_BwE&gclsrc=aw.ds
363,Woolworths,Hotdogs,2.5,2.5,500,500,Auburn,500,g,2.9,,,,,https://www.woolworths.com.au/shop/productdetails/625348/woolworths-hotdogs
365,Woolworths,Iceberg Lettuce each,2.9,2.9,500,500,Auburn,500,g,3.9,,,,,https://www.woolworths.com.au/shop/productdetails/154340/iceberg-lettuce
367,Woolworths,Jelly Raspberry,0.9,0.9,85,85,Auburn,85,g,1.25,1.1,1,Aeroplane,Original Raspberry Flavoured Jelly,https://www.woolworths.com.au/shop/productdetails/6094/aeroplane-original-raspberry-flavoured-jelly
369,Woolworths,Lamb Mince,8,8,500,500,Auburn,500,g,7.5,,,,,https://www.woolworths.com.au/shop/productdetails/582607/woolworths-lamb-mince
371,Woolworths,Lean Beef Mince,14.5,14.5,1000,1000,Auburn,1000,g,16,,,,,https://www.woolworths.com.au/shop/productdetails/577862/woolworths-lean-beef-mince
373,Woolworths,Lentils No Added Salt,0.8,0.8,420,420,Auburn,420,g,1,,,,,https://www.woolworths.com.au/shop/productdetails/259400/woolworths-lentils-no-added-salt
375,Woolworths,Lite thickened Cream,3,3,600,600,Auburn,600,ml,4.5,,,,,https://www.woolworths.com.au/shop/productdetails/838738/woolworths-light-thickened-cream
377,Woolworths,Loin Steaks Pork,10,10,500,500,Auburn,500,g,10,,,,,https://www.woolworths.com.au/shop/productdetails/829116/woolworths-loin-steaks-pork
379,Woolworths,Lychees In Syrup,2.75,2.75,560,560,Auburn,NA,NA,NA,,,,,NA
381,Woolworths,Mandarin Canned,1.75,1.75,310,310,Auburn,310,g,1.3,,,,,https://www.woolworths.com.au/shop/productdetails/756336/woolworths-mandarin-canned
383,Woolworths,Mango Slices In Syrup,1.55,1.55,425,425,Auburn,NA,NA,NA,,,,,NA
385,Woolworths,Max Charge Cereal,3.5,3.5,560,560,Auburn,560,g,4.5,,,,,https://www.woolworths.com.au/shop/productdetails/732510/woolworths-max-charge-cereal
387,Woolworths,Mini Banana Muffin,3.5,3.5,320,320,Auburn,320,g,4.7,,,,,https://www.woolworths.com.au/shop/productdetails/607875/woolworths-mini-banana-muffin
389,Woolworths,Moisture Infused Pork Chops,18,18,1200,1200,Auburn,1200,g,21,,,,,https://www.woolworths.com.au/shop/productdetails/710886/woolworths-moisture-infused-pork-chops
391,Woolworths,Muesli Bar Choc Chip,1.9,1.9,248,248,Auburn,248,g,2.5,,,,,https://www.woolworths.com.au/shop/productdetails/634100/woolworths-muesli-bar-choc-chip
393,Woolworths,Orange juice,2,2,2000,2000,Auburn,2000,ml,2.8,,,,,https://www.woolworths.com.au/shop/productdetails/825528/woolworths-orange-juice
395,Woolworths,Pasta Spaghetti,0.8,0.8,500,500,Auburn,500,g,1,,,,,https://www.woolworths.com.au/shop/productdetails/346830/woolworths-pasta-spaghetti
397,Woolworths,Peach Slices in Juice,2,2,410,410,Auburn,410,g,2,,,,,https://www.woolworths.com.au/shop/productdetails/753150/woolworths-peach-slices-in-juice
399,Woolworths,Pikelets,2,2,200,200,Auburn,200,g,2.8,,,,,https://www.woolworths.com.au/shop/productdetails/365378/woolworths-pikelets
401,Woolworths,Pineapple In Juice,2.2,2.2,500,500,Auburn,425,g,1.65,,1,Woolworths,Pineapple Slices in Juice,https://www.woolworths.com.au/shop/productdetails/563001/woolworths-pineapple-slices-in-juice
403,Woolworths,Pineapple Slices In Juice,1.1,1.1,425,425,Auburn,425,g,1.65,,,,,https://www.woolworths.com.au/shop/productdetails/563001/woolworths-pineapple-slices-in-juice
405,Woolworths,Pitted Dates,1.75,1.75,500,500,Auburn,500,g,1.85,,,,,https://www.woolworths.com.au/shop/productdetails/18160/woolworths-pitted-dates
407,Woolworths,Pumpkin Kent,3.5,4,1000,1000,Auburn,1000,g,5.6,,,,,https://www.woolworths.com.au/shop/productdetails/120037/pumpkin-kent
409,Woolworths,Red Washed baby Potato,3.5,3.5,1000,1000,Auburn,1000,g,3.8,,,,,https://www.woolworths.com.au/shop/productdetails/385086/woolworths-baby-red-washed-potato
411,Woolworths,Red Washed Potato,7,7,2000,2000,Auburn,2000,g,7.5,,,,,https://www.woolworths.com.au/shop/productdetails/101638/woolworths-red-washed-potatoes-bag
413,Woolworths,Rolled Traditional Oats,1.4,1.4,750,750,Auburn,750,g,1.4,,,,,https://www.woolworths.com.au/shop/productdetails/321220/woolworths-rolled-traditional-oats
415,Woolworths,Salmon Lemon and Thyme,1.3,1.3,95,95,Auburn,NA,NA,NA,,,,,NA
417,Woolworths,Salted Peanuts,2.3,2.3,375,375,Auburn,375,g,2.3,,,,,https://www.woolworths.com.au/shop/productdetails/509458/woolworths-salted-peanuts
419,Woolworths,Sandwich Cheese Slices,10,10,1000,1000,Auburn,1000,g,12.5,,,,,https://www.woolworths.com.au/shop/productdetails/453306/woolworths-sandwich-cheese-slices
421,Woolworths,Skim Milk Powder,5.7,5.7,1000,1000,Auburn,1000,g,10,,,,,https://www.woolworths.com.au/shop/productdetails/789358/woolworths-skim-milk-powder
423,Woolworths,Smooth Peanut Butter,2.4,2.4,500,500,Auburn,500,g,2.9,,,,,https://www.woolworths.com.au/shop/productdetails/233922/woolworths-smooth-peanut-butter
425,Woolworths,Snapz Original,1.5,1.5,250,250,Auburn,250,g,1.5,,,,,https://www.woolworths.com.au/shop/productdetails/501408/woolworths-snapz-original
427,Woolworths,Sour Cream,2.1,2.1,300,300,Auburn,300,ml,3.25,,,,,https://www.woolworths.com.au/shop/productdetails/105609/woolworths-sour-cream
429,Woolworths,Soy Milk,1.15,1.15,1000,1000,Auburn,1000,ml,1.15,,,,,https://www.woolworths.com.au/shop/productdetails/779130/woolworths-soy-milk
431,Woolworths,Strawberry flavoured milk,3.85,3.85,2000,2000,Auburn,2000,ml,5.5,,1,Oak,Strawberry Milk,https://www.woolworths.com.au/shop/productdetails/481884/oak-strawberry-milk
433,Woolworths,Sultanas,5,5,1000,1000,Auburn,1000,g,5,,,,,https://www.woolworths.com.au/shop/productdetails/95055/woolworths-sultanas
435,Woolworths,Sunflower Oil,2.5,2.5,750,750,Auburn,750,ml,3.95,,,,,https://www.woolworths.com.au/shop/productdetails/62000/woolworths-sunflower-oil
437,Woolworths,Sweet potato and potato salad,5,5,400,400,Auburn,NA,NA,NA,,,,,NA
439,Woolworths,Tasty Cheese Block,8.8,8.8,1000,1000,Auburn,1000,g,14,,,,,https://www.woolworths.com.au/shop/productdetails/891325/woolworths-tasty-cheese-block
441,Woolworths,Thickened Cream,3,3,600,600,Auburn,600,ml,4.5,,,,,https://www.woolworths.com.au/shop/productdetails/48720/woolworths-thickened-cream
443,Woolworths,Traditional Cracker,0.97,0.97,250,250,Auburn,250,g,0.95,,,,,https://www.woolworths.com.au/shop/productdetails/70772/woolworths-traditional-cracker
445,Woolworths,Vanilla Yoghurt 98% Fat Free,3.45,3.45,1000,1000,Auburn,1000,g,4,,,,,https://www.woolworths.com.au/shop/productdetails/571483/woolworths-vanilla-yoghurt-98-fat-free
447,Woolworths,Vegetable Oil,2.5,2.5,750,750,Auburn,750,ml,3.95,,,,,https://www.woolworths.com.au/shop/productdetails/750738/woolworths-vegetable-oil
449,Woolworths,White hi-fibre low GI loaf,3,3,680,680,Auburn,680,g,3.7,,,,,https://www.woolworths.com.au/shop/productdetails/118609/woolworths-white-hi-fibre-low-gi-loaf
451,Woolworths,White Rice Long Grain,1.4,1.4,1000,1000,Auburn,1000,g,1.4,,,,,https://www.woolworths.com.au/shop/productdetails/35007/woolworths-white-rice-long-grain
453,Woolworths,White Soft Hi-fibre bread,2.3,2.3,700,700,Auburn,700,g,3.5,,,,,https://www.woolworths.com.au/shop/productdetails/581280/woolworths-white-soft-hi-fibre-bread
455,Woolworths,White Soft Sandwich Bread,1.6,1.6,650,650,Auburn,650,g,2.7,,,,,https://www.woolworths.com.au/shop/productdetails/581172/woolworths-white-soft-sandwich-bread
457,Woolworths,White washed potatoes,7,7,2000,2000,Auburn,1000,g,3.8,,1,Woolworths,White Washed Baby Potatoes,https://www.woolworths.com.au/shop/productdetails/385085/woolworths-white-washed-baby-potatoes-bag
459,Woolworths,Wholemeal sandwich high fibre bread,2.3,2.3,700,700,Auburn,700,g,3.5,,,,,https://www.woolworths.com.au/shop/productdetails/581281/woolworths-wholemeal-sandwich-hi-fibre-bread
461,Woolworths,Wholemeal soft sandwich bread,1.6,1.6,650,650,Auburn,650,g,2.7,,,,,https://www.woolworths.com.au/shop/productdetails/581176/woolworths-wholemeal-soft-sandwich-bread
463,Woolworths,Woolworths Rocket,2.5,2.5,120,120,Auburn,120,g,3.3,,,,,https://www.woolworths.com.au/shop/productdetails/54900/woolworths-baby-leaf-rocket
465,Woolworths,Woolworths Spread Olive Oil,2,2,500,500,Auburn,500,g,3.8,,,,,https://www.woolworths.com.au/shop/productdetails/492690/woolworths-spread-olive-oil
467,Yoplait,Forme Zero French Vanilla Yoghurt,4,4,1000,1000,Auburn,1000,g,5.5,,,,,https://www.woolworths.com.au/shop/productdetails/297764/yoplait-forme-zero-french-vanilla-yoghurt
469,Yoplait,Mango yoghurt,4,4,1000,1000,Auburn,1000,g,5.5,,,,,https://www.woolworths.com.au/shop/productdetails/253784/yoplait-mango-yoghurt
471,Yoplait,Mango Yoghurt,4,4,1000,1000,Auburn,1000,g,5.5,,,,,https://www.woolworths.com.au/shop/productdetails/253784/yoplait-mango-yoghurt
473,Yumi's,Traditional Garlic Dip,7,7,1000,1000,Auburn,200,g,4.5,4,,,,https://www.woolworths.com.au/shop/productdetails/85313/yumi-s-traditional-garlic-dip
2,Australia's Own,Full Cream Milk,2.4,2.4,2000,2000,Burwood,2000,ml,4.3,,1,Dairy Farmers,Full Cream Milk,https://www.woolworths.com.au/shop/productdetails/88436/dairy-farmers-full-cream-milk-full-cream-milk
4,Australia's Own,Full Cream UHT Milk,2.4,2.4,2000,2000,Burwood,1000,ml,3.5,,1,A2,Full Cream Uht Milk,https://www.woolworths.com.au/shop/productdetails/207328/a2-milk-full-cream-uht-milk
6,Australia's Own,Low fat milk,2.4,2.4,2000,2000,Burwood,2000,ml,4.7,,1,Dairy Farmers,Light Milk,https://www.woolworths.com.au/shop/productdetails/24133/dairy-farmers-light-milk
8,Australia's Own,Skim Milk,2.4,2.4,2000,2000,Burwood,2000,ml,4.7,,1,Dairy Farmers,Skim Milk,https://www.woolworths.com.au/shop/productdetails/89926/dairy-farmers-skim-milk-skim-milk
10,Australia's Own,Skim Uht Milk,2.4,2.4,2000,2000,Burwood,1000,ml,1.6,,1,Woolworths,Uht Skim Milk,https://www.woolworths.com.au/shop/productdetails/748597/woolworths-uht-skim-milk
12,Bare Bakers,Double Choc Muffin Bar,5.5,5.5,185,185,Burwood,400,g,5.85,,1,Woolworths,10 Doube Choc Muffin Bars,https://www.woolworths.com.au/shop/productdetails/86820/woolworths-double-choc-muffin-bars
14,Be Natural,Breakfast Cereal With 5 Whole Grain Flakes,4,4,325,325,Burwood,NA,NA,NA,,,,,NA
16,Bell Farms,Bell Farms Chopped Spinach,0.95,0.95,250,250,Burwood,250,g,0.95,,,,,https://www.woolworths.com.au/shop/productdetails/516857/bell-farms-chopped-spinach
18,Bell Farms,Bell Farms Crunchy Chips,2,3,750,750,Burwood,750,g,5.3,,1,Mccain,Quick Cook Fries Straight Cut Crunchy,https://www.woolworths.com.au/shop/productdetails/139518/mccain-quick-cook-fries-straight-cut-crunchy
20,Big M,Chocolate milk,4.3,5.25,2000,2000,Burwood,2000,ml,6,,,,,https://www.woolworths.com.au/shop/productdetails/3170/big-m-chocolate-milk
22,Big M,Strawberry milk,4.3,4.3,2000,2000,Burwood,2000,ml,5.5,,1,Oak,Strawberry Milk,https://www.woolworths.com.au/shop/productdetails/481884/oak-strawberry-milk
24,Boston Bay,Mussels Cooked,7,7,500,500,Burwood,500,g,8,,,,,https://www.woolworths.com.au/shop/productdetails/802255/boston-bay-mussels-cooked
26,Chris,Chris' Homestyle Hommus,6.5,6.5,1000,1000,Burwood,200,g,4.5,,1,Chris,Traditional Hommus,https://www.woolworths.com.au/shop/productdetails/703453/chris-dips-traditional-hommus
28,Chris,Homestyle Tzatziki,6.5,6.5,800,800,Burwood,200,g,4.5,,,,,https://www.woolworths.com.au/shop/productdetails/703500/chris-dips-tzatziki
30,Coon,Cheese Block Tasty,10.85,10.85,1000,1000,Burwood,1000,g,14.95,,1,Cheer,Cheese Block Tasty,https://www.woolworths.com.au/shop/productdetails/166625/cheer-cheese-block-tasty
32,Coon,Cheese slices 36 pack,10,10,750,750,Burwood,750,g,14,,1,Cheer,Cheese Slices,https://www.woolworths.com.au/shop/productdetails/165838/cheer-cheese-slices-tasty
34,Daily juice,Orange juice pulp free,5,5,2000,2000,Burwood,2000,ml,5.8,,,,,https://www.woolworths.com.au/shop/productdetails/90211/daily-juice-pulp-free-orange-juice
36,Dandy,Economy Bacon Rashers,9,9,1000,1000,Burwood,1000,g,12,,1,Woolworths,Middle Bacon,https://www.woolworths.com.au/shop/productdetails/48358/woolworths-middle-bacon-middle-rashers
38,Dandy,Middle Bacon,10,10,1000,1000,Burwood,1000,g,12,,1,Woolworths,Middle Bacon,https://www.woolworths.com.au/shop/productdetails/48358/woolworths-middle-bacon-middle-rashers
40,Deep Cove,Sardines in springwater,0.75,0.75,125,125,Burwood,125,g,0.85,,,,,https://www.woolworths.com.au/shop/productdetails/83235/deep-cove-sardines-in-springwater
42,Devondale,Sandwich Cheese Slices,5.5,5.5,500,500,Burwood,1000,g,12.5,,1,Woolworths,Sandwich Cheese Slices,https://www.woolworths.com.au/shop/productdetails/453306/woolworths-sandwich-cheese-slices
44,Devondale,Sandwich Cheese Slices 36 Pack,6.9,6.9,750,750,Burwood,1000,g,12.5,,1,Woolworths,Sandwich Cheese Slices,https://www.woolworths.com.au/shop/productdetails/453306/woolworths-sandwich-cheese-slices
46,Devondale ,Full Cream Long Life Milk,1.45,1.45,1000,1000,Burwood,1000,ml,2.2,,,,,https://www.woolworths.com.au/shop/productdetails/33557/devondale-100-pure-full-cream-long-life-milk
48,Devondale ,Semi Skim Long Life Milk,1.45,1.45,1000,1000,Burwood,1000,ml,2.2,,,,,https://www.woolworths.com.au/shop/productdetails/230367/devondale-semi-skim-long-life-milk
50,Dick Smith's,Bush Foods Breakfast Cereal,5.35,5.35,500,500,Burwood,500,g,5.5,,1,Farmers Co,Bush foods Breakfast Cereal,https://www.woolworths.com.au/shop/productdetails/170793/farmers-co-bush-foods-breakfast-cereal
52,Dole,Pineapple in Juice,3.5,3.5,695,695,Burwood,822,g,5.25,,1,Dole,Pineapple Slices in Juice,https://www.woolworths.com.au/shop/productdetails/813467/dole-pineapple-slices-in-juice
54,Essentials,White Sandwich Bread,1.3,1.3,650,650,Burwood,650,g,2.4,,,,,https://www.woolworths.com.au/shop/productdetails/581170/essentials-white-sandwich-bread
56,Evergreen,Firm Tofu,4.5,4.5,900,900,Burwood,900,g,5.25,,,,,https://www.woolworths.com.au/shop/productdetails/595587/evergreen-firm-tofu
