,category,desc,brand,item_name,product_size,product_cost,unit_price_100
369,"Red meat, fat fully-trimmed","Beef, lamb, pork, veal, kangaroo with fat fully removed",Woolworths,Loin Steaks Pork,500,10,2
370,"Red meat, fat fully-trimmed","Beef, lamb, pork, veal, kangaroo with fat fully removed",Coles,5 Star Extra Lean Beef Mince,500,9,1.8
371,"Red meat, fat fully-trimmed","Beef, lamb, pork, veal, kangaroo with fat fully removed",Coles,Pork 5 Star Mince Extra Lean,500,8,1.6
372,"Red meat, fat fully-trimmed","Beef, lamb, pork, veal, kangaroo with fat fully removed",Coles,Lamb Mint Rosemary Rump Steak Marinade,400,11.6,2.9
373,"Red meat, untrimmed or semi-trimmed","Beef, lamb, pork, veal, kangaroo with all fat remaining or partially removed",Woolworths,Beef Mince,1000,11.5,1.15
374,"Red meat, untrimmed or semi-trimmed","Beef, lamb, pork, veal, kangaroo with all fat remaining or partially removed",Woolworths,Moisture Infused Pork Chops,1200,18,1.5
375,"Red meat, untrimmed or semi-trimmed","Beef, lamb, pork, veal, kangaroo with all fat remaining or partially removed",Woolworths,Lamb Mince,500,8,1.6
376,"Red meat, untrimmed or semi-trimmed","Beef, lamb, pork, veal, kangaroo with all fat remaining or partially removed",Coles,Beef Silverside Corned,1000,9,0.9
377,"Red meat, untrimmed or semi-trimmed","Beef, lamb, pork, veal, kangaroo with all fat remaining or partially removed",Coles,Beef Mince Regular 3 Star,1000,11.5,1.15
378,"Red meat, untrimmed or semi-trimmed","Beef, lamb, pork, veal, kangaroo with all fat remaining or partially removed",Coles,Pork shoulder roast boneless,1000,8,0.8
379,"Red meat, untrimmed or semi-trimmed","Beef, lamb, pork, veal, kangaroo with all fat remaining or partially removed",Woolworths,Beef Mince,1000,11.5,1.15
380,"Red meat, untrimmed or semi-trimmed","Beef, lamb, pork, veal, kangaroo with all fat remaining or partially removed",Woolworths,Moisture Infused Pork Chops,1200,18,1.5
381,"Red meat, untrimmed or semi-trimmed","Beef, lamb, pork, veal, kangaroo with all fat remaining or partially removed",Woolworths,Lamb Mince,500,8,1.6
382,"Red meat, untrimmed or semi-trimmed","Beef, lamb, pork, veal, kangaroo with all fat remaining or partially removed",Coles,Beef Silverside Corned,1400,8,0.571428571
383,"Red meat, untrimmed or semi-trimmed","Beef, lamb, pork, veal, kangaroo with all fat remaining or partially removed",Coles,Beef Mince Regular 3 Star,500,6.5,1.3
384,"Red meat, untrimmed or semi-trimmed","Beef, lamb, pork, veal, kangaroo with all fat remaining or partially removed",Coles,Pork shoulder roast boneless,1000,8,0.8
385,Poultry,"Chicken, duck   , feathered game",Woolworths,Chicken Drumsticks,1000,4,0.4
386,Poultry,"Chicken, duck   , feathered game",Inghams,Chicken Drumsticks bagged,2000,9,0.45
387,Poultry,"Chicken, duck   , feathered game",Inghams,Fresh whole chicken,1000,3.9,0.39
388,Poultry,"Chicken, duck   , feathered game",Coles,RSPCA Approved Chicken Drumsticks Large Pack,1000,4.5,0.45
389,Poultry,"Chicken, duck   , feathered game",Lilydale,Free Range Chicken Drumsticks Bulk Pack,1000,6,0.6
390,Poultry,"Chicken, duck   , feathered game",Coles,Free Range RSPCA Approved Chicken Drumsticks,1000,5.5,0.55
391,Poultry,"Chicken, duck   , feathered game",Woolworths,Chicken Drumsticks,1000,4,0.4
392,Poultry,"Chicken, duck   , feathered game",Woolworths,Chicken Wings,1000,5.5,0.55
393,Poultry,"Chicken, duck   , feathered game",Inghams,Fresh whole chicken,1000,3.9,0.39
394,Poultry,"Chicken, duck   , feathered game",Coles,RSPCA Approved Chicken Drumsticks Large Pack,1000,5.5,0.55
395,Poultry,"Chicken, duck   , feathered game",Lilydale,Free Range Chicken Drumsticks Bulk Pack,1000,6,0.6
396,Poultry,"Chicken, duck   , feathered game",Coles,Free Range RSPCA Approved Chicken Drumsticks,1000,4.5,0.45
397,Ultra-processed meats,"Sausages (beef, pork, chicken), frankfurters, saveloys)",Woolworths,Cocktail Frankfurts,500,2.5,0.5
398,Ultra-processed meats,"Sausages (beef, pork, chicken), frankfurters, saveloys)",Woolworths,Hotdogs,500,2.5,0.5
399,Ultra-processed meats,"Sausages (beef, pork, chicken), frankfurters, saveloys)",Primo,Frankfurts Slim,1000,6.5,0.65
400,Ultra-processed meats,"Sausages (beef, pork, chicken), frankfurters, saveloys)",Coles,Thin beef bbq sausages,1800,9.5,0.527777778
401,Ultra-processed meats,"Sausages (beef, pork, chicken), frankfurters, saveloys)",Primo,Dairy Thin Franks,500,3.15,0.63
402,Ultra-processed meats,"Sausages (beef, pork, chicken), frankfurters, saveloys)",Primo,Dairy Cocktail Franks,500,3.15,0.63
403,Ultra-processed meats,"Sausages (beef, pork, chicken), frankfurters, saveloys)",Woolworths,Cocktail Frankfurts,500,2.5,0.5
404,Ultra-processed meats,"Sausages (beef, pork, chicken), frankfurters, saveloys)",Woolworths,Hotdogs,500,2.5,0.5
405,Ultra-processed meats,"Sausages (beef, pork, chicken), frankfurters, saveloys)",Primo,Frankfurts Slim,1000,6.5,0.65
406,Ultra-processed meats,"Sausages (beef, pork, chicken), frankfurters, saveloys)",Primo,BBQ Sausages,800,5,0.625
407,Ultra-processed meats,"Sausages (beef, pork, chicken), frankfurters, saveloys)",Primo,Dairy Thin Franks,500,3.15,0.63
408,Ultra-processed meats,"Sausages (beef, pork, chicken), frankfurters, saveloys)",Primo,Dairy Cocktail Franks,500,3.15,0.63
409,Processed meat,"Bacon, ham, prosciutto, salami, corned beef, turkey deli‐sliced, spam, and beef jerky",Woolworths,Essentials Cooking Bacon,1000,9,0.9
410,Processed meat,"Bacon, ham, prosciutto, salami, corned beef, turkey deli‐sliced, spam, and beef jerky",Hans,Pork Ham Steaks,300,4,1.333333333
411,Processed meat,"Bacon, ham, prosciutto, salami, corned beef, turkey deli‐sliced, spam, and beef jerky",Mayfair,Devon Slices,100,1.3,1.3
412,Processed meat,"Bacon, ham, prosciutto, salami, corned beef, turkey deli‐sliced, spam, and beef jerky",Dandy,Economy Bacon Rashers,1000,9,0.9
413,Processed meat,"Bacon, ham, prosciutto, salami, corned beef, turkey deli‐sliced, spam, and beef jerky",Dandy,Middle Bacon,1000,10,1
414,Processed meat,"Bacon, ham, prosciutto, salami, corned beef, turkey deli‐sliced, spam, and beef jerky",Coles,Ham Steaks,375,6,1.6
415,Processed meat,"Bacon, ham, prosciutto, salami, corned beef, turkey deli‐sliced, spam, and beef jerky",Woolworths,Essentials Cooking Bacon,1000,9,0.9
416,Processed meat,"Bacon, ham, prosciutto, salami, corned beef, turkey deli‐sliced, spam, and beef jerky",Hans,Pork Ham Steaks,300,4,1.333333333
417,Processed meat,"Bacon, ham, prosciutto, salami, corned beef, turkey deli‐sliced, spam, and beef jerky",Mayfair,Devon Slices,100,1.3,1.3
418,Processed meat,"Bacon, ham, prosciutto, salami, corned beef, turkey deli‐sliced, spam, and beef jerky",Dandy,Economy Bacon Rashers,1000,9,0.9
419,Processed meat,"Bacon, ham, prosciutto, salami, corned beef, turkey deli‐sliced, spam, and beef jerky",Dandy,Middle Bacon,1000,10,1
420,Processed meat,"Bacon, ham, prosciutto, salami, corned beef, turkey deli‐sliced, spam, and beef jerky",Coles,Ham Steaks,375,6,1.6
421,"Dairy milk, full fat","Full fat fluid milk, condensed milk, and milk powder",Woolworths,Full Cream Milk Powder,1000,5.7,0.57
422,"Dairy milk, full fat","Full fat fluid milk, condensed milk, and milk powder",Australia's Own,Full Cream UHT Milk,2000,2.4,0.12
423,"Dairy milk, full fat","Full fat fluid milk, condensed milk, and milk powder",Woolworths,Drought Relief Full Cream Milk,2000,2.39,0.1195
424,"Dairy milk, full fat","Full fat fluid milk, condensed milk, and milk powder",Coles,Full Cream Milk,2000,2.39,0.1195
425,"Dairy milk, full fat","Full fat fluid milk, condensed milk, and milk powder",Australia's Own,Full Cream Milk,2000,2.4,0.12
426,"Dairy milk, full fat","Full fat fluid milk, condensed milk, and milk powder",Devondale ,Full Cream Long Life Milk,1000,1.45,0.145
427,"Dairy milk, full fat","Full fat fluid milk, condensed milk, and milk powder",Woolworths,Full Cream Milk Powder,1000,5.7,0.57
428,"Dairy milk, full fat","Full fat fluid milk, condensed milk, and milk powder",Australia's Own,Full Cream UHT Milk,2000,2.4,0.12
429,"Dairy milk, full fat","Full fat fluid milk, condensed milk, and milk powder",Woolworths,Drought Relief Full Cream Milk,2000,2.39,0.1195
430,"Dairy milk, full fat","Full fat fluid milk, condensed milk, and milk powder",Coles,Full Cream Milk,2000,2.39,0.1195
431,"Dairy milk, full fat","Full fat fluid milk, condensed milk, and milk powder",Australia's Own,Full Cream Milk,2000,2.4,0.12
432,"Dairy milk, full fat","Full fat fluid milk, condensed milk, and milk powder",Devondale ,Full Cream Long Life Milk,1000,1.45,0.145
433,"Dairy milk, reduced fat or skim","Reduced fat fluid milk, condensed milk, and milk powder",Woolworths,Skim Milk Powder,1000,5.7,0.57
434,"Dairy milk, reduced fat or skim","Reduced fat fluid milk, condensed milk, and milk powder",Woolworths,Drought Relief Lite Milk,2000,2.39,0.1195
435,"Dairy milk, reduced fat or skim","Reduced fat fluid milk, condensed milk, and milk powder",Australia's Own,Skim Uht Milk,2000,2.4,0.12
436,"Dairy milk, reduced fat or skim","Reduced fat fluid milk, condensed milk, and milk powder",Coles,Reduced Fat Lite Milk,2000,2.39,0.1195
437,"Dairy milk, reduced fat or skim","Reduced fat fluid milk, condensed milk, and milk powder",Australia's Own,Low fat milk,2000,2.4,0.12
438,"Dairy milk, reduced fat or skim","Reduced fat fluid milk, condensed milk, and milk powder",Devondale ,Semi Skim Long Life Milk,1000,1.45,0.145
439,"Dairy milk, reduced fat or skim","Reduced fat fluid milk, condensed milk, and milk powder",Woolworths,Skim Milk Powder,1000,5.7,0.57
440,"Dairy milk, reduced fat or skim","Reduced fat fluid milk, condensed milk, and milk powder",Woolworths,Drought Relief Lite Milk,2000,2.39,0.1195
441,"Dairy milk, reduced fat or skim","Reduced fat fluid milk, condensed milk, and milk powder",Australia's Own,Skim Uht Milk,2000,2.4,0.12
442,"Dairy milk, reduced fat or skim","Reduced fat fluid milk, condensed milk, and milk powder",Coles,Reduced Fat Lite Milk,2000,2.39,0.1195
443,"Dairy milk, reduced fat or skim","Reduced fat fluid milk, condensed milk, and milk powder",Australia's Own,Skim Milk,2000,2.4,0.12
444,"Dairy milk, reduced fat or skim","Reduced fat fluid milk, condensed milk, and milk powder",Devondale ,Semi Skim Long Life Milk,1000,1.45,0.145
445,"Yoghurt, full fat","Full fat and high fat yoghurt, plain and sweetened",Woolworths,Greek Style Yoghurt 7.3%,1000,3.9,0.39
446,"Yoghurt, full fat","Full fat and high fat yoghurt, plain and sweetened",Five:am,Simply Greek Yoghurt,1800,9.5,0.527777778
447,"Yoghurt, full fat","Full fat and high fat yoghurt, plain and sweetened",Pauls,Greek Style Yoghurt 3.8%,2000,10,0.5
448,"Yoghurt, full fat","Full fat and high fat yoghurt, plain and sweetened",Coles,Coles Greek Style Natural Yoghurt,1000,3.9,0.39
449,"Yoghurt, full fat","Full fat and high fat yoghurt, plain and sweetened",Tamar Valley,Greek Yoghurt,1000,6.4,0.64
450,"Yoghurt, full fat","Full fat and high fat yoghurt, plain and sweetened",Farmers union,Greek Style Natural Yoghurt,1000,5.2,0.52
451,"Yoghurt, full fat","Full fat and high fat yoghurt, plain and sweetened",Woolworths,Greek Style Yoghurt 7.3%,1000,3.9,0.39
452,"Yoghurt, full fat","Full fat and high fat yoghurt, plain and sweetened",Farmers Union,Greek Style Natural Yoghurt,1000,5.2,0.52
453,"Yoghurt, full fat","Full fat and high fat yoghurt, plain and sweetened",Pauls,Greek Style Yoghurt 3.8%,2000,10,0.5
454,"Yoghurt, full fat","Full fat and high fat yoghurt, plain and sweetened",Coles,Coles Greek Style Natural Yoghurt,1000,3.9,0.39
455,"Yoghurt, full fat","Full fat and high fat yoghurt, plain and sweetened",Tamar Valley,Greek Yoghurt,1000,6.4,0.64
456,"Yoghurt, full fat","Full fat and high fat yoghurt, plain and sweetened",Farmers union,Greek Style Natural Yoghurt,1000,5.2,0.52
457,"Yoghurt, reduced fat","Reduced fat yoghurt, plain and sweetened",Woolworths,Vanilla Yoghurt 98% Fat Free,1000,3.45,0.345
458,"Yoghurt, reduced fat","Reduced fat yoghurt, plain and sweetened",Yoplait,Mango Yoghurt,1000,4,0.4
459,"Yoghurt, reduced fat","Reduced fat yoghurt, plain and sweetened",Yoplait,Forme Zero French Vanilla Yoghurt,1000,4,0.4
460,"Yoghurt, reduced fat","Reduced fat yoghurt, plain and sweetened",Coles,Light Greek Style Yoghurt,1000,3.9,0.39
461,"Yoghurt, reduced fat","Reduced fat yoghurt, plain and sweetened",Coles,Dairy Yoghurt Peach & Mango,1000,3.4,0.34
462,"Yoghurt, reduced fat","Reduced fat yoghurt, plain and sweetened",Yoplait,Mango yoghurt,1000,4,0.4
463,"Yoghurt, reduced fat","Reduced fat yoghurt, plain and sweetened",Woolworths,Vanilla Yoghurt 98% Fat Free,1000,3.45,0.345
464,"Yoghurt, reduced fat","Reduced fat yoghurt, plain and sweetened",Yoplait,Mango Yoghurt,1000,4,0.4
465,"Yoghurt, reduced fat","Reduced fat yoghurt, plain and sweetened",Yoplait,Forme Zero French Vanilla Yoghurt,1000,4,0.4
466,"Yoghurt, reduced fat","Reduced fat yoghurt, plain and sweetened",Coles,Light Greek Style Yoghurt,1000,3.9,0.39
467,"Yoghurt, reduced fat","Reduced fat yoghurt, plain and sweetened",Coles,Dairy Yoghurt Peach & Mango,1000,3.4,0.34
468,"Yoghurt, reduced fat","Reduced fat yoghurt, plain and sweetened",Yoplait,Mango yoghurt,1000,4,0.4
469,Cream,"Cream, sour cream, and whipped cream",Woolworths,Thickened Cream,600,3,0.5
470,Cream,"Cream, sour cream, and whipped cream",Woolworths,Sour Cream,300,2.1,0.7
471,Cream,"Cream, sour cream, and whipped cream",Woolworths,Lite thickened Cream,600,3,0.5
472,Cream,"Cream, sour cream, and whipped cream",Coles,Thickened Cream,600,3,0.5
473,Cream,"Cream, sour cream, and whipped cream",Coles,Sour Cream,500,3.4,0.68
474,Cream,"Cream, sour cream, and whipped cream",Coles,Light Sour Cream,500,3.4,0.68
475,Cream,"Cream, sour cream, and whipped cream",Woolworths,Thickened Cream,600,3,0.5
476,Cream,"Cream, sour cream, and whipped cream",Woolworths,Sour Cream,300,2.1,0.7
477,Cream,"Cream, sour cream, and whipped cream",Woolworths,Lite thickened Cream,600,3,0.5
478,Cream,"Cream, sour cream, and whipped cream",Coles,Thickened Cream,600,3,0.5
479,Cream,"Cream, sour cream, and whipped cream",Coles,Sour Cream,500,3.4,0.68
480,Cream,"Cream, sour cream, and whipped cream",Coles,Light Sour Cream,500,3.4,0.68
481,Cheese,"Blocks and grated, all varieties",Hillview,Cheese Block,1000,8,0.8
482,Cheese,"Blocks and grated, all varieties",Woolworths,Tasty Cheese Block,1000,8.8,0.88
483,Cheese,"Blocks and grated, all varieties",Coon,Cheese Block Tasty,1000,10.85,1.085
484,Cheese,"Blocks and grated, all varieties",Coles,Cheddar Block,1000,8,0.8
485,Cheese,"Blocks and grated, all varieties",Coles,Tasty Cheddar Cheese,1000,8.8,0.88
486,Cheese,"Blocks and grated, all varieties",Coles,Tasty Light Cheddar Cheese Block,1000,8.8,0.88
487,Cheese,"Blocks and grated, all varieties",Hillview,Cheese Block,1000,8,0.8
488,Cheese,"Blocks and grated, all varieties",Woolworths,Tasty Cheese Block,1000,8.8,0.88
489,Cheese,"Blocks and grated, all varieties",Coon,Cheese Block Tasty,1000,10.85,1.085
490,Cheese,"Blocks and grated, all varieties",Coles,Cheddar Block,1000,8,0.8
491,Cheese,"Blocks and grated, all varieties",Coles,Tasty Cheddar Cheese,1000,8.8,0.88
492,Cheese,"Blocks and grated, all varieties",Coles,Tasty Light Cheddar Cheese Block,1000,8.8,0.88
493,Ultra-processed cheese,Cheese slices ('plastic' cheese),Hillview,Cheese Slices Reduced Fat,500,3.9,0.78
494,Ultra-processed cheese,Cheese slices ('plastic' cheese),Woolworths,Sandwich Cheese Slices,1000,10,1
495,Ultra-processed cheese,Cheese slices ('plastic' cheese),Devondale,Sandwich Cheese Slices,500,5.5,1.1
496,Ultra-processed cheese,Cheese slices ('plastic' cheese),Coles,Light Cheese Slices 24 Pack,500,3.9,0.78
497,Ultra-processed cheese,Cheese slices ('plastic' cheese),Coles,Cheese Slices 24 Pack,500,3.9,0.78
498,Ultra-processed cheese,Cheese slices ('plastic' cheese),Devondale,Sandwich Cheese Slices 36 Pack,750,6.9,0.92
499,Ultra-processed cheese,Cheese slices ('plastic' cheese),Hillview,Cheese Slices Reduced Fat,500,3.9,0.78
500,Ultra-processed cheese,Cheese slices ('plastic' cheese),Woolworths,Sandwich Cheese Slices,1000,10,1
501,Ultra-processed cheese,Cheese slices ('plastic' cheese),Devondale,Sandwich Cheese Slices,500,5.5,1.1
502,Ultra-processed cheese,Cheese slices ('plastic' cheese),Coles,Light Cheese Slices 24 Pack,500,3.9,0.78
503,Ultra-processed cheese,Cheese slices ('plastic' cheese),Coles,Cheese Slices 24 Pack,500,3.9,0.78
504,Ultra-processed cheese,Cheese slices ('plastic' cheese),Coon,Cheese slices 36 pack,750,10,1.333333333
505,Flavoured milk,"Iced coffee, milk with flavoring, milkshakes, thickshakes, and fruit smoothies with milk",Woolworths,Strawberry flavoured milk,2000,3.85,0.1925
506,Flavoured milk,"Iced coffee, milk with flavoring, milkshakes, thickshakes, and fruit smoothies with milk",Big M,Chocolate milk,2000,4.3,0.215
507,Flavoured milk,"Iced coffee, milk with flavoring, milkshakes, thickshakes, and fruit smoothies with milk",Oak,Iced coffee,2000,4.5,0.225
508,Flavoured milk,"Iced coffee, milk with flavoring, milkshakes, thickshakes, and fruit smoothies with milk",Great Ocean Rd,Chocolate flavoured milk,2000,3.85,0.1925
509,Flavoured milk,"Iced coffee, milk with flavoring, milkshakes, thickshakes, and fruit smoothies with milk",Oak,Strawberry milk,2000,4.5,0.225
510,Flavoured milk,"Iced coffee, milk with flavoring, milkshakes, thickshakes, and fruit smoothies with milk",Farmers union,Iced Coffee,2000,4.3,0.215
511,Flavoured milk,"Iced coffee, milk with flavoring, milkshakes, thickshakes, and fruit smoothies with milk",Woolworths,Strawberry flavoured milk,2000,3.85,0.1925
512,Flavoured milk,"Iced coffee, milk with flavoring, milkshakes, thickshakes, and fruit smoothies with milk",Big M,Chocolate milk,2000,5.25,0.2625
513,Flavoured milk,"Iced coffee, milk with flavoring, milkshakes, thickshakes, and fruit smoothies with milk",Oak,Iced coffee,2000,4.5,0.225
514,Flavoured milk,"Iced coffee, milk with flavoring, milkshakes, thickshakes, and fruit smoothies with milk",Great Ocean Rd,Chocolate flavoured milk,2000,3.85,0.1925
515,Flavoured milk,"Iced coffee, milk with flavoring, milkshakes, thickshakes, and fruit smoothies with milk",Big M,Strawberry milk,2000,4.3,0.215
516,Flavoured milk,"Iced coffee, milk with flavoring, milkshakes, thickshakes, and fruit smoothies with milk",Farmers union,Iced Coffee,2000,4.3,0.215
517,Dairy milk substitutes,"Soy beverages and rice beverages including smoothies and milkshakes, and soy based yogurts",Woolworths,Soy Milk,1000,1.15,0.115
518,Dairy milk substitutes,"Soy beverages and rice beverages including smoothies and milkshakes, and soy based yogurts",Macro,Organic Soy Long Life Milk,1000,1.6,0.16
519,Dairy milk substitutes,"Soy beverages and rice beverages including smoothies and milkshakes, and soy based yogurts",Macro,Organic Rice Milk,1000,1.65,0.165
520,Dairy milk substitutes,"Soy beverages and rice beverages including smoothies and milkshakes, and soy based yogurts",Coles,Regular Soy Milk,1000,1.15,0.115
521,Dairy milk substitutes,"Soy beverages and rice beverages including smoothies and milkshakes, and soy based yogurts",Coles,Coles Organic Soy Milk,1000,1.6,0.16
522,Dairy milk substitutes,"Soy beverages and rice beverages including smoothies and milkshakes, and soy based yogurts",Pureharvest,Aussie Dream Rice Milk,1000,2.2,0.22
523,Dairy milk substitutes,"Soy beverages and rice beverages including smoothies and milkshakes, and soy based yogurts",Woolworths,Soy Milk,1000,1.15,0.115
524,Dairy milk substitutes,"Soy beverages and rice beverages including smoothies and milkshakes, and soy based yogurts",Macro,Organic Soy Long Life Milk,1000,1.6,0.16
525,Dairy milk substitutes,"Soy beverages and rice beverages including smoothies and milkshakes, and soy based yogurts",Macro,Organic Rice Milk,1000,1.65,0.165
526,Dairy milk substitutes,"Soy beverages and rice beverages including smoothies and milkshakes, and soy based yogurts",Coles,Regular Soy Milk,1000,1.15,0.115
527,Dairy milk substitutes,"Soy beverages and rice beverages including smoothies and milkshakes, and soy based yogurts",Coles,Coles Organic Soy Milk,1000,1.6,0.16
528,Dairy milk substitutes,"Soy beverages and rice beverages including smoothies and milkshakes, and soy based yogurts",Pureharvest,Aussie Dream Rice Milk,1000,2.2,0.22
529,Meat substitutes and dishes,"Vegetarian sausages, tofu, tempeh, veggie burgers, stir‐fry with tofu",Evergreen,Original Tofu,900,4.4,0.488888889
530,Meat substitutes and dishes,"Vegetarian sausages, tofu, tempeh, veggie burgers, stir‐fry with tofu",Macro,Firm Tofu,450,3.65,0.811111111
531,Meat substitutes and dishes,"Vegetarian sausages, tofu, tempeh, veggie burgers, stir‐fry with tofu",Evergreen,Firm Tofu,900,4.5,0.5
532,Meat substitutes and dishes,"Vegetarian sausages, tofu, tempeh, veggie burgers, stir‐fry with tofu",Coles,Nature's Kitchen Curried Pumpkin & Corn Burger,250,3.5,1.4
533,Meat substitutes and dishes,"Vegetarian sausages, tofu, tempeh, veggie burgers, stir‐fry with tofu",Coles,Natures Kitchen firm Tofu,300,2.3,0.766666667
534,Meat substitutes and dishes,"Vegetarian sausages, tofu, tempeh, veggie burgers, stir‐fry with tofu",The Alternative Meat Co,Bean Supreme Black Bean Beetroot Burger 4 pack,340,8,2.352941176
535,Meat substitutes and dishes,"Vegetarian sausages, tofu, tempeh, veggie burgers, stir‐fry with tofu",Evergreen,Original Tofu,900,5,0.555555556
536,Meat substitutes and dishes,"Vegetarian sausages, tofu, tempeh, veggie burgers, stir‐fry with tofu",Macro,Firm Tofu,450,3.65,0.811111111
537,Meat substitutes and dishes,"Vegetarian sausages, tofu, tempeh, veggie burgers, stir‐fry with tofu",Evergreen,Firm Tofu,900,4.5,0.5
538,Meat substitutes and dishes,"Vegetarian sausages, tofu, tempeh, veggie burgers, stir‐fry with tofu",Coles,Nature's Kitchen Curried Pumpkin & Corn Burger,250,3.5,1.4
539,Meat substitutes and dishes,"Vegetarian sausages, tofu, tempeh, veggie burgers, stir‐fry with tofu",Coles,Natures Kitchen firm Tofu,300,2.3,0.766666667
540,Meat substitutes and dishes,"Vegetarian sausages, tofu, tempeh, veggie burgers, stir‐fry with tofu",The Alternative Meat Co,Bean Supreme Black Bean Beetroot Burger 4 pack,340,8,2.352941176
541,Seeds and nuts,"Chia seeds, nuts (peanuts, almonds, pistachio, pine), peanut butter, satay sauce, and coconut milk",Woolworths,Smooth Peanut Butter,500,2.4,0.48
542,Seeds and nuts,"Chia seeds, nuts (peanuts, almonds, pistachio, pine), peanut butter, satay sauce, and coconut milk",Woolworths,Salted Peanuts,375,2.3,0.613333333
543,Seeds and nuts,"Chia seeds, nuts (peanuts, almonds, pistachio, pine), peanut butter, satay sauce, and coconut milk",Woolworths,Essentials Coconut Milk,400,0.95,0.2375
544,Seeds and nuts,"Chia seeds, nuts (peanuts, almonds, pistachio, pine), peanut butter, satay sauce, and coconut milk",Coles,Peanut Butter Crunchy,375,1.8,0.48
545,Seeds and nuts,"Chia seeds, nuts (peanuts, almonds, pistachio, pine), peanut butter, satay sauce, and coconut milk",Coles,Coles Natural Almonds (Prepacked),350,6,1.714285714
546,Seeds and nuts,"Chia seeds, nuts (peanuts, almonds, pistachio, pine), peanut butter, satay sauce, and coconut milk",TCC,TCC Light Coconut Milk,400,1.5,0.375
547,Seeds and nuts,"Chia seeds, nuts (peanuts, almonds, pistachio, pine), peanut butter, satay sauce, and coconut milk",Woolworths,Smooth Peanut Butter,500,2.4,0.48
548,Seeds and nuts,"Chia seeds, nuts (peanuts, almonds, pistachio, pine), peanut butter, satay sauce, and coconut milk",Woolworths,Salted Peanuts,375,2.3,0.613333333
549,Seeds and nuts,"Chia seeds, nuts (peanuts, almonds, pistachio, pine), peanut butter, satay sauce, and coconut milk",Woolworths,Essentials Coconut Milk,400,0.95,0.2375
550,Seeds and nuts,"Chia seeds, nuts (peanuts, almonds, pistachio, pine), peanut butter, satay sauce, and coconut milk",Coles,Peanut Butter Crunchy,375,1.8,0.48
551,Seeds and nuts,"Chia seeds, nuts (peanuts, almonds, pistachio, pine), peanut butter, satay sauce, and coconut milk",Coles,Coles Natural Almonds (Prepacked),350,6,1.714285714
552,Seeds and nuts,"Chia seeds, nuts (peanuts, almonds, pistachio, pine), peanut butter, satay sauce, and coconut milk",TCC,TCC Light Coconut Milk,400,1.5,0.375
553,Dips,"Dairy-based dips, hummus and guacamole",Yumi's,Traditional Garlic Dip,1000,7,0.7
554,Dips,"Dairy-based dips, hummus and guacamole",Chris,Homestyle Tzatziki,800,6.5,0.8125
555,Dips,"Dairy-based dips, hummus and guacamole",Chris,Chris' Homestyle Hommus,1000,6.5,0.65
556,Dips,"Dairy-based dips, hummus and guacamole",Coles,Avocado Dip,200,1.9,0.95
557,Dips,"Dairy-based dips, hummus and guacamole",Coles,Smokey Baba Ganoush,150,3,2
558,Dips,"Dairy-based dips, hummus and guacamole",Coles,Ranch Dip,300,2,0.666666667
559,Dips,"Dairy-based dips, hummus and guacamole",Yumi's,Traditional Garlic Dip,1000,7,0.7
560,Dips,"Dairy-based dips, hummus and guacamole",Chris,Homestyle Tzatziki,800,6.5,0.8125
561,Dips,"Dairy-based dips, hummus and guacamole",Chris,Chris' Homestyle Hommus,1000,6.5,0.65
562,Dips,"Dairy-based dips, hummus and guacamole",Coles,Avocado Dip,200,1.9,0.95
563,Dips,"Dairy-based dips, hummus and guacamole",Coles,Hummus,200,1.9,0.95
564,Dips,"Dairy-based dips, hummus and guacamole",Coles,Ranch Dip,300,2,0.666666667
565,"Potatoes, unprocessed","Baked, boiled, fried, grilled, or BBQ’d potatoes.",Woolworths,White washed potatoes,2000,7,0.35
566,"Potatoes, unprocessed","Baked, boiled, fried, grilled, or BBQ’d potatoes.",Woolworths,Red Washed baby Potato,1000,3.5,0.35
567,"Potatoes, unprocessed","Baked, boiled, fried, grilled, or BBQ’d potatoes.",Woolworths,Brushed Potatoes,2000,5.5,0.275
568,"Potatoes, unprocessed","Baked, boiled, fried, grilled, or BBQ’d potatoes.",Coles,Potatoes Brushed,2000,5.5,0.275
569,"Potatoes, unprocessed","Baked, boiled, fried, grilled, or BBQ’d potatoes.",Coles,Brushed Baby Potato,1000,3,0.3
570,"Potatoes, unprocessed","Baked, boiled, fried, grilled, or BBQ’d potatoes.",Coles,Baby White Potatoes Prepacked,1000,3.5,0.35
571,"Potatoes, unprocessed","Baked, boiled, fried, grilled, or BBQ’d potatoes.",Woolworths,White washed potatoes,2000,7,0.35
572,"Potatoes, unprocessed","Baked, boiled, fried, grilled, or BBQ’d potatoes.",Woolworths,Red Washed Potato,2000,7,0.35
573,"Potatoes, unprocessed","Baked, boiled, fried, grilled, or BBQ’d potatoes.",Woolworths,Brushed Potatoes,4000,5.5,0.1375
574,"Potatoes, unprocessed","Baked, boiled, fried, grilled, or BBQ’d potatoes.",Coles,Potatoes Brushed,2000,5.5,0.275
575,"Potatoes, unprocessed","Baked, boiled, fried, grilled, or BBQ’d potatoes.",Coles,Brushed Baby Potato,1000,3,0.3
576,"Potatoes, unprocessed","Baked, boiled, fried, grilled, or BBQ’d potatoes.",Coles,Baby White Potatoes Prepacked,1000,3.5,0.35
